1 8 8 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 24 8 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 40 8 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 56 8 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 8 24 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 24 24 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 40 24 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
1 56 24 11 4e-05 0 0.008 0.0008 0.0005 0.5 45 0.05 1 8
2 8 40 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 24 40 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 40 40 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 56 40 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 8 56 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 24 56 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 40 56 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
2 56 56 11 0 -0.01 0.008 0.0001 0.002 0.5 45 0.05 1 8
